Nama;Gender;Bahasa;Inggris;TIK;Matematika;Fisika;Kimia;Biologi;Geografi;Sosiologi;Antropologi;Extra_Kurikuler;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Mary Stone;Pria;66,2;75,6;62,9;61,9;78,1;61,3;77,4;63,7;87,2;72,2;Ekskul_5;NA;Belum;NA;2008;Karawang;UKM_3;Tidak;4;FTI
Mary Widdows;Wanita;77,6;67;62,4;70,2;60,8;77,4;84,8;88,3;79,1;80,4;Ekskul_6;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;Tidak;Tidak;6,5;FTI
Mason Alexander;Pria;77,9;81,8;81,6;66,3;88;88,5;87,9;73,9;65,6;84,8;Ekskul_4;Kos;Belum;Orang Tua;2009;Bogor;UKM_2;Ya;3,5;FIKOM
Mason Anderson;Wanita;83,6;77,6;69,6;66,3;87,4;85,2;79,7;74,6;77,8;62,7;Tidak;NA;Bekerja;Beasiswa;2007;Jakarta;UKM_3;Tidak;5,5;FTI
Mason Andrews;Pria;78,2;71,6;79,7;63,2;64,2;71,3;69,9;64;75,9;84,6;Ekskul_5;Orang Tua;Belum;Orang Tua;2008;Serang;UKM_4;Ya;3,5;FT
Mason Cobb;Wanita;75,9;72,8;71,6;63,4;70;86,6;65,6;82,7;81,6;60,4;Ekskul_3;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_1;Tidak;5;FISIP
Mason Collins;Wanita;77,1;79,6;84,9;67,3;61;78;85,1;63,5;63,1;63,6;Ekskul_3;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_2;Tidak;5,5;FISIP
Mason Donnelly;Wanita;86,1;86,4;64,4;60,1;68,1;78,5;69,5;80,4;NA;61,7;Ekskul_2;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_3;Ya;6,5;FTI
Mason Gavin;Pria;79,8;77,8;65,7;75,4;71,1;78,4;68,5;71,8;74,5;85,7;Ekskul_5;NA;Belum;Beasiswa;2008;Bogor;UKM_2;Ya;5,5;DKV
Mason Gaynor;Wanita;87,3;88,6;65,5;72,2;60,5;78;87,8;81,7;71;64,6;Ekskul_2;Orang Tua;Bekerja;NA;2008;Karawang;UKM_1;Ya;5,5;FISIP
Mason Gilmore;Pria;67,6;66,2;65,6;86,7;62,7;67;65,3;66,4;73,2;62;Ekskul_5;Kos;Bekerja;NA;2008;Bogor;UKM_2;Tidak;3,5;FT
Mason Gordon;Pria;68,6;64,4;75,5;76,6;83,2;77,7;72,9;81,1;68,6;65,4;Ekskul_6;Kos;Bekerja;Orang Tua;2008;Bekasi;UKM_3;Tidak;5,5;FISIP
Mason Gosling;Wanita;64,9;72,7;85;80,5;80,2;81,2;78,4;73,8;77,1;64,6;Ekskul_5;Kos;Belum;Orang Tua;2008;Serang;Tidak;Tidak;3,5;FIKOM
Mason Graham;Wanita;68,6;87,4;66,5;79,1;68,8;62,3;63,2;61,9;62,9;74,7;Ekskul_2;NA;Bekerja;NA;2008;Karawang;Tidak;Ya;5;FT
Mason Hamilton;Pria;69,1;60,2;82,1;79,9;80,5;83,5;83,8;79,2;69,6;72,3;Ekskul_6;Orang Tua;Belum;NA;2008;Tangerang;UKM_3;Ya;4;FT
Mason Hill;Pria;63,4;88,2;68,4;68;72,7;75,4;82,8;83,6;66,4;76,7;Ekskul_6;NA;Belum;NA;2007;Karawang;UKM_4;Ya;5,5;FTI
Mason Hogg;Wanita;75,3;73;71,3;87,5;70,8;86,4;85,7;61,9;70,5;62;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2007;Bogor;UKM_3;Ya;6;FT
Mason Hope;Pria;72,2;82,4;68,9;86,9;81,7;80,2;67,5;84,7;84,9;71,1;Ekskul_2;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_4;Ya;7;FT
Mason Hopkins;Pria;86,4;87,1;72,2;76,2;70,4;75,9;73,4;75,5;79,5;61,8;Ekskul_2;Kos;Bekerja;Orang Tua;2007;Karawang;Tidak;Tidak;4,5;DKV
Mason Howard;Pria;74,7;65,8;87,4;65,1;87,9;74;70,6;87,2;63,9;62,7;Ekskul_2;Kos;Bekerja;Orang Tua;2008;Karawang;UKM_1;Ya;4,5;FISIP
Mason Jarvis;Wanita;65,3;86;65,2;83,9;65,5;81,6;81,3;84,4;79;62,6;Ekskul_1;Kos;Belum;Beasiswa;2009;Karawang;UKM_3;Tidak;4;FT
Mason Mcgee;Wanita;79,4;70;63,7;74;80,4;61,2;69,8;88,5;67,6;81,8;Ekskul_2;Orang Tua;Belum;NA;2009;Serang;UKM_4;Tidak;5;DKV
Mason Morris;Pria;80;61,6;86,7;65,3;83,1;62,2;79,9;87,5;64,9;83;Ekskul_6;Kos;Belum;NA;2009;Jakarta;UKM_4;Tidak;4;FTI
Mason Morrison;Wanita;66,1;63,1;64,1;87,1;62,7;77,7;65;67,9;78,7;NA;Ekskul_4;NA;Bekerja;NA;2007;Serang;UKM_2;Ya;6,5;FIKOM
Mason Niles;Pria;82,2;73,6;62,4;63,8;88,3;62;78,5;62,7;85,3;64;Ekskul_4;NA;Bekerja;Orang Tua;2007;Bogor;UKM_4;Ya;6;FT
Mason Nobbs;Pria;66,4;80,9;88,3;65,1;60,2;86,4;70,5;88,4;87,4;65,2;Tidak;Orang Tua;Belum;Orang Tua;2007;Jakarta;UKM_1;Tidak;5,5;FIKOM
Mason Plumb;Wanita;88,2;74,8;65;83,5;70,9;60,2;83,3;81,5;82,1;76;Ekskul_6;Kos;Bekerja;NA;2007;Bogor;UKM_4;Ya;3,5;FTI
Mason Power;Wanita;74,5;83,9;84,1;65,7;70,2;76,2;86,8;67,2;86,5;80,7;Ekskul_5;NA;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Ya;3,5;FT
Mason Price;Pria;86,7;69,9;77,6;71,3;63,7;71,5;82,7;77,7;70,2;76,8;Ekskul_5;NA;Belum;Beasiswa;2008;Karawang;UKM_4;Ya;6;FT
Mason Richardson;Wanita;64,9;65,3;78,8;78,1;61,3;66,2;84,3;75,9;76,9;60,4;Tidak;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_3;Ya;3,5;FISIP
Mason Rigg;Pria;69,4;88,1;68;78,1;80,7;79,2;84,1;76;73,4;81,8;Ekskul_1;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_1;Ya;6;FT
Mason Rogan;Wanita;79;82,2;69,7;76,8;81,8;79,2;60,1;70,8;88,3;68,8;Ekskul_1;NA;Belum;Beasiswa;2008;Jakarta;UKM_1;Tidak;5,5;DKV
Mason Rogers;Pria;80,2;65,2;87;64,9;88,4;85,4;79,1;68,1;81,3;69,1;Ekskul_2;NA;Belum;NA;2007;Tangerang;UKM_4;Ya;3,5;FT
Mason Russell;Pria;73,5;85,7;67,3;62,8;67,6;72,2;75;86,4;75,8;60,2;Ekskul_6;NA;Bekerja;Beasiswa;2008;Jakarta;Tidak;Tidak;3,5;FTI
Mason Sheldon;Wanita;71,8;87,4;78,3;60,3;69,4;75;76,6;82,6;80,2;84,2;Ekskul_4;Orang Tua;Bekerja;Beasiswa;2007;Karawang;Tidak;Ya;4;FT
Mason Shields;Pria;61,1;67,9;80,7;75,1;79,8;87,9;62,2;64,1;85,1;70,8;Tidak;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Ya;3,5;FISIP
Mason Slater;Pria;67,2;72,5;73,9;82,2;87,2;67,6;82;82,5;78,6;78,8;Tidak;Orang Tua;Belum;NA;2008;Karawang;UKM_1;Tidak;4,5;FISIP
Mason Stanton;Pria;68,1;75,3;69,7;62,2;65,1;60,1;86,6;86,4;83;61,7;Ekskul_3;Kos;Belum;NA;2009;Bogor;UKM_2;Tidak;7;FTI
Mason Tait;Pria;76,6;77,5;87,7;87;66,6;67,9;61,4;67,2;84,7;77,7;Ekskul_6;Kos;Belum;Orang Tua;2009;Bogor;UKM_4;Ya;6,5;FISIP
Mason Utterson;Pria;83,9;87,6;62,9;77,9;69,9;68,2;63,1;87,8;76,7;75,9;Ekskul_1;Kos;Bekerja;NA;2007;Jakarta;UKM_3;Tidak;3,5;FIKOM
Mason Vallory;Pria;83,1;75,3;70,6;87,3;73;86,1;68,9;83,4;60,1;80,9;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_2;Tidak;6,5;FIKOM
Mason Wellington;Pria;68,6;86,4;81,8;77,2;88,3;70,2;87,3;77,6;74,2;63,3;Ekskul_3;Kos;Bekerja;Beasiswa;2009;Serang;UKM_4;Tidak;6;FTI
Mason Widdows;Pria;66,6;64,9;79,1;69,9;71,3;76,2;68,1;77,9;88,1;75,9;Ekskul_3;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_3;Tidak;4;FT
Mason Wild;Pria;72,6;64,4;71,7;71,4;85,5;63;69,8;63,9;88;74;Ekskul_3;Kos;Belum;Orang Tua;2008;Jakarta;UKM_4;Ya;4,5;FTI
Mason Williams;Wanita;75,7;83,7;67,5;80,6;75;77,8;83;61,9;69,6;NA;Ekskul_4;Kos;Bekerja;Beasiswa;2008;Tangerang;UKM_3;Tidak;5,5;FISIP
Mason Wood;Wanita;86,7;63,5;NA;79;78;69;84,4;77;77,6;70,3;Ekskul_5;Kos;Bekerja;Beasiswa;2008;Bekasi;UKM_2;Tidak;7;FT
Matt Aldridge;Pria;84,3;86,3;86,7;76,1;79,2;77,9;74,2;67,7;67,5;86,8;Tidak;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;Tidak;Ya;6;FT
Matt Alldridge;Pria;88,3;65,3;67,7;74,8;84,5;85,7;73,5;73,9;76,5;85;Ekskul_2;Orang Tua;Belum;Orang Tua;2009;Bekasi;UKM_4;Ya;6,5;FTI
Matt Andersson;Pria;85,8;63,4;72,7;83;70,5;65,6;82,8;73,2;76,9;83,8;Ekskul_3;Kos;Bekerja;Beasiswa;2008;Serang;Tidak;Tidak;5;FIKOM
Matt Avery;Wanita;72,1;75,2;60,3;79,3;88,3;64,7;68,8;62;65;63,1;Tidak;NA;Belum;NA;2007;Bekasi;UKM_3;Ya;4,5;FTI
Matt Baldwin;Pria;71,2;80,2;86,2;74,3;68,2;62,4;80,5;60,6;80,4;60,7;Ekskul_4;Orang Tua;Belum;NA;2007;Jakarta;UKM_1;Tidak;5,5;FIKOM
Matt Bell;Pria;87,6;84,4;77,9;83,2;75,6;82,9;64,2;66,4;62,2;68,5;Tidak;Kos;Belum;Beasiswa;2008;Tangerang;UKM_1;Ya;7;FISIP
Matt Bennett;Wanita;62,6;86,6;60,8;65,6;83,6;78,1;66,2;66,2;77,6;66,2;Ekskul_1;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_1;Ya;7;FT
Matt Broomfield;Wanita;73,9;76,2;63,3;70,6;83,8;73,6;80,9;61,7;80,1;84,8;Ekskul_2;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_4;Ya;7;FIKOM
Matt Carpenter;Pria;77,2;74,4;61,8;73,9;71;78,6;64,7;82,2;60,7;NA;Ekskul_2;Kos;Bekerja;Beasiswa;2007;Serang;UKM_3;Ya;5,5;FTI
Matt Carter;Pria;68,8;72,7;73,5;71,2;68,3;86,5;75,1;76,7;79,7;63,7;Ekskul_2;NA;Belum;Orang Tua;2007;Karawang;UKM_3;Ya;6,5;DKV
Matt Casey;Wanita;72,7;85,6;78,9;69,2;87,1;66,6;84,3;85,9;76,2;79,1;Ekskul_6;Kos;Bekerja;NA;2008;Karawang;UKM_1;Ya;4,5;FIKOM
Matt Cattell;Pria;79,5;73,9;NA;69,8;82,8;83,9;76,9;75;82,4;77,4;Ekskul_4;NA;Belum;Beasiswa;2007;Bekasi;Tidak;Tidak;5,5;FTI
Matt Clarkson;Wanita;80,5;87;83,5;76,2;84,9;69;60,5;76,7;78,2;60,4;Ekskul_6;NA;Bekerja;Beasiswa;2007;Bogor;UKM_1;Tidak;4,5;FIKOM
Matt Curtis;Pria;84,4;64;79,7;74,5;65,5;88,5;74,8;82,5;61,3;86,2;Ekskul_6;NA;Bekerja;NA;2008;Bogor;Tidak;Tidak;6;FISIP
Matt Drummond;Wanita;88,5;81,7;77;87,9;87,1;82,8;65,7;70,5;63,1;60,4;Ekskul_4;Orang Tua;Belum;Beasiswa;2008;Karawang;Tidak;Tidak;6,5;FISIP
Matt Edley;Pria;87,4;74,8;81,7;81,9;82,1;78,1;83,9;85,5;75,7;65,7;Ekskul_6;Orang Tua;Belum;Beasiswa;2009;Karawang;UKM_2;Tidak;5;FISIP
Matt Evans;Pria;73,9;62;71,1;78,7;75;86,6;88,3;73,6;75,4;76,9;Ekskul_5;Orang Tua;Bekerja;Beasiswa;2008;Bogor;UKM_4;Ya;4,5;FIKOM
Matt Everett;Wanita;81,4;77,3;NA;74,4;66,3;72,9;61,7;70,4;75,5;78,4;Ekskul_5;NA;Belum;NA;2007;Bogor;Tidak;Ya;3,5;FISIP
Matt Exton;Wanita;87,3;66;80,4;69,3;75,2;70,5;81,3;87,1;NA;77,3;Ekskul_2;NA;Belum;Orang Tua;2009;Tangerang;UKM_2;Ya;7;DKV
Matt Franks;Pria;72,6;86,4;64,6;79;86,8;74,1;63,9;73,4;86,8;74,4;Ekskul_2;Kos;Belum;NA;2009;Serang;UKM_1;Ya;5;FT
Matt Goodman;Wanita;66,5;77,1;77,7;69,9;74,9;65,1;61;60,7;67,4;79,4;Ekskul_5;Orang Tua;Bekerja;Beasiswa;2008;Karawang;UKM_3;Ya;4;DKV
Matt Groves;Wanita;66,8;65,7;67,9;66,5;73,5;87,1;72,8;66,9;84,9;73,2;Ekskul_4;Kos;Bekerja;NA;2008;Bekasi;Tidak;Ya;6;DKV
Matt Hall;Pria;73,7;87,3;76,3;65;71,2;73,5;79,3;72,4;80,3;71,6;Ekskul_2;Kos;Belum;Orang Tua;2008;Serang;Tidak;Tidak;4;FISIP
Matt Healy;Wanita;70,6;62,7;83;88,2;77;62,7;81,1;64,3;66,6;74,7;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;Tidak;Ya;3,5;FT
Matt Hepburn;Pria;72,4;87;61,6;78,6;71,5;85,5;80,9;61,9;83,7;71,4;Ekskul_5;NA;Belum;Beasiswa;2007;Jakarta;Tidak;Tidak;5;DKV
Matt Hilton;Pria;75,7;84,3;61,1;80,3;60,6;71,2;76,1;82,8;77,9;86,5;Ekskul_6;Kos;Belum;NA;2009;Bogor;Tidak;Tidak;5;FTI
Matt Howard;Wanita;70,2;68,3;81,5;75,9;82,8;70,8;85,4;61,4;78,6;83,3;Ekskul_3;Kos;Bekerja;NA;2007;Karawang;UKM_3;Ya;3,5;DKV
Matt Hunter;Wanita;87;83,3;69,4;65,6;84,1;68,5;64,3;62,6;74,4;NA;Ekskul_6;NA;Belum;Beasiswa;2009;Karawang;UKM_1;Ya;6;FT
Matt Jackson;Wanita;84,1;69,9;86,9;63,9;88,1;78,5;85,1;80,3;71,4;82,4;Ekskul_3;Kos;Belum;Orang Tua;2009;Tangerang;Tidak;Ya;5,5;DKV
Matt Johnson;Wanita;60,4;76,5;64,5;86,4;70,5;85,2;72,4;78,1;67,5;74,6;Ekskul_2;Orang Tua;Bekerja;NA;2007;Jakarta;UKM_2;Tidak;5,5;FISIP
Matt Kaur;Pria;80,3;86,5;71,1;65,2;70,7;61,1;67,6;78,8;88;70,2;Ekskul_2;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_1;Tidak;3,5;FTI
Matt Kerr;Wanita;80,2;88,5;NA;73,7;84;74,1;82,2;75,2;83,3;86,1;Ekskul_3;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Ya;4;FT
Matt Knight;Pria;87,9;63,2;88,4;73,4;74;70,4;76,9;64,6;72;86,1;Ekskul_1;Orang Tua;Bekerja;Beasiswa;2007;Karawang;Tidak;Ya;4,5;FISIP
Matt Lane;Wanita;61,2;67,8;81,2;84,7;87,7;82,7;71,8;70,6;86,7;77,3;Ekskul_3;Orang Tua;Bekerja;Orang Tua;2009;Tangerang;UKM_4;Tidak;7;FTI
Matt Middleton;Wanita;79,1;78,7;76,2;75,5;77,8;65,1;64,9;75,9;71,4;64,7;Ekskul_6;NA;Bekerja;Beasiswa;2007;Serang;UKM_1;Ya;5;DKV
Matt Mitchell;Wanita;61,6;69,2;86,9;77;78,5;66,8;64,3;86,5;60,1;69,3;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2008;Jakarta;UKM_4;Ya;3,5;DKV
Matt Morgan;Pria;71,9;71,3;68;66,7;61,3;75,8;72,9;84,9;69,4;NA;Ekskul_3;Kos;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Ya;3,5;FIKOM
Matt Morley;Wanita;81,1;66,4;74,3;64,8;69;71,1;86,2;62;64,3;79,5;Ekskul_4;Kos;Bekerja;Orang Tua;2009;Bekasi;UKM_4;Ya;7;DKV
Matt Morrow;Wanita;75,3;69,5;72,6;79,5;85,6;69,8;68,7;63,4;76,5;87,2;Tidak;Orang Tua;Belum;Beasiswa;2008;Jakarta;UKM_4;Tidak;4,5;FIKOM
Matt Neal;Pria;69,7;84,9;NA;82,1;80;74,4;84,8;64,1;63,1;60,3;Ekskul_3;NA;Bekerja;Orang Tua;2007;Serang;UKM_2;Ya;4;FT
Matt Nielson;Pria;70,4;85,1;77,2;70,1;74,2;71;76,8;72,6;69,1;63,7;Ekskul_6;NA;Belum;Beasiswa;2008;Bogor;UKM_2;Tidak;6;FIKOM
Matt Olson;Wanita;84,1;85,6;86,7;88,3;69,3;87,3;61,2;79,8;71,8;60,8;Ekskul_6;Orang Tua;Belum;NA;2008;Karawang;UKM_4;Ya;6;DKV
Matt Owen;Pria;87,5;78,6;60,9;85,4;71,6;70,2;63,8;69,7;NA;76,9;Ekskul_1;Orang Tua;Belum;Beasiswa;2008;Tangerang;UKM_2;Ya;3,5;DKV
Matt Richards;Wanita;84,2;85,6;66,9;73;71,4;80,2;70,3;74,6;74,7;NA;Ekskul_2;Kos;Belum;NA;2009;Bogor;Tidak;Ya;4;FISIP
Matt Russell;Pria;66,1;79,7;83,1;72,2;73;76,7;66,7;84,2;NA;82,1;Ekskul_3;NA;Belum;Orang Tua;2009;Karawang;Tidak;Tidak;3,5;FIKOM
Matt Shea;Pria;74,3;60,5;80,8;64;66,6;71,7;82,4;64,6;67,5;NA;Tidak;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Tidak;5,5;FISIP
Matt Sherwood;Wanita;60,6;82,7;85,1;87,5;72,7;71,4;76,3;80,3;67,6;85,8;Ekskul_5;NA;Belum;Orang Tua;2009;Karawang;Tidak;Tidak;5,5;DKV
Matt Snow;Pria;66,4;69,1;72,1;86,6;62,6;76,6;68,2;68,2;68,2;71,4;Ekskul_5;Kos;Belum;NA;2007;Serang;UKM_4;Tidak;3,5;FISIP
Matt Stark;Wanita;84,1;79,5;88,1;71,8;60,8;76,7;73,2;82,6;82,2;NA;Ekskul_6;NA;Belum;Beasiswa;2007;Karawang;UKM_4;Tidak;6,5;FT
Matt Stevens;Pria;74,9;66,4;68,2;87,6;63,1;73;81;73,8;NA;82,6;Tidak;Orang Tua;Belum;NA;2008;Jakarta;Tidak;Ya;4;FIKOM
Matt Waterson;Wanita;70,4;67,1;73,6;73,4;84,1;60,5;85,5;67,4;84,7;68;Ekskul_3;NA;Belum;Beasiswa;2008;Bekasi;UKM_4;Tidak;4,5;FIKOM
Matt Whatson;Pria;63,9;74,5;76,3;66,5;78;72,2;73,6;73,9;79,8;88,4;Ekskul_1;NA;Belum;NA;2008;Karawang;UKM_2;Tidak;5,5;FT
Matt Wilde;Pria;77,7;85,6;81,3;62,3;83,2;71,8;79,5;64,7;75,8;63,8;Ekskul_1;Orang Tua;Belum;NA;2008;Jakarta;UKM_3;Ya;4,5;FISIP
Matt Willson;Wanita;76,8;63,3;63,8;87,8;67,6;69,8;73,3;66,3;85,8;83,7;Ekskul_3;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_1;Ya;6,5;DKV
Matthew Addis;Wanita;71,5;68,5;65,9;77;74,6;80,9;87;88,5;63,2;74;Ekskul_4;Orang Tua;Belum;NA;2008;Tangerang;UKM_4;Tidak;5;DKV
Matthew Avery;Wanita;65,9;61,9;68;63,1;62,9;85,6;61,6;80,4;72,5;76,2;Ekskul_6;Orang Tua;Belum;Beasiswa;2007;Karawang;Tidak;Tidak;6;DKV
Matthew Barrett;Pria;87,2;88,1;68,4;60,6;72,4;71,9;60,8;67,9;63,5;87,4;Ekskul_5;Kos;Bekerja;NA;2007;Karawang;Tidak;Ya;4;FISIP
Matthew Boden;Wanita;78,2;78,6;71;61,8;82,2;85,4;87,9;66,3;60,1;NA;Ekskul_1;Orang Tua;Bekerja;NA;2007;Bekasi;UKM_4;Tidak;6,5;DKV
Matthew Bradshaw;Wanita;77,3;64,6;69;63,3;75,3;83,8;83,6;86,3;83,7;61,4;Ekskul_5;Orang Tua;Belum;Orang Tua;2009;Karawang;UKM_3;Ya;6;DKV
Matthew Broomfield;Pria;76,5;81,4;82,4;71,6;61,3;86,3;81,1;86,2;NA;NA;Tidak;Orang Tua;Belum;Orang Tua;2008;Tangerang;Tidak;Ya;4;FISIP
Matthew Cavanagh;Pria;81,1;70,4;NA;71,9;84,1;64,3;61,4;84,9;62,3;88,6;Ekskul_3;NA;Belum;Beasiswa;2008;Jakarta;UKM_1;Tidak;7;FISIP
Matthew Clarke;Pria;78,7;74,3;65;69,2;75,5;74,8;75,3;78,8;63,2;88,3;Ekskul_2;Orang Tua;Belum;NA;2007;Karawang;UKM_2;Tidak;3,5;FTI
Matthew Cooper;Pria;77,1;74,5;87,7;79,7;66,1;78,5;63,9;63,4;80,5;81,5;Ekskul_4;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_2;Ya;4;DKV
Matthew Corbett;Wanita;83,5;60,2;74,3;67,9;85,1;71,6;61,7;88,6;61,5;87,5;Ekskul_4;Orang Tua;Belum;Orang Tua;2007;Karawang;UKM_3;Tidak;3,5;FIKOM
Matthew Davies;Pria;83,5;76,6;69,4;60,9;61,1;63,9;70,7;85,9;69,4;72;Ekskul_1;NA;Belum;Beasiswa;2007;Bekasi;UKM_2;Ya;5,5;FTI
Matthew Egerton;Wanita;87,4;60,9;74,4;70,7;68,1;60,2;64,4;84,2;80,6;65,7;Ekskul_3;Kos;Belum;Beasiswa;2008;Serang;UKM_2;Tidak;5,5;FTI
Matthew Farrant;Wanita;87;65,1;87,5;84,6;76,9;69,3;77;87,3;60,1;78,2;Ekskul_6;NA;Bekerja;NA;2008;Jakarta;Tidak;Tidak;6;FISIP
Matthew Flynn;Wanita;64,4;73,3;85,3;65,4;71,9;77,2;69,5;82,4;68,8;65,6;Ekskul_1;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_2;Tidak;6,5;DKV
Matthew Fowler;Wanita;63,5;63;73,9;84,6;66,6;64,1;78,7;72,5;70,8;75,1;Ekskul_4;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_1;Tidak;5;FISIP
Matthew Freeburn;Pria;61,6;86;65,4;75,2;70,5;61,1;76,3;76,1;60,9;60,2;Ekskul_3;Kos;Bekerja;NA;2009;Tangerang;UKM_3;Tidak;5,5;FTI
Matthew Gonzales;Pria;67;76,8;72,2;63,9;67,2;83,7;75;88;60,1;NA;Ekskul_2;Orang Tua;Belum;NA;2008;Karawang;Tidak;Tidak;3,5;FTI
Matthew Grady;Pria;74,6;83,1;75,5;65,2;69,6;83,5;75,8;69,3;81,4;85,8;Ekskul_1;NA;Bekerja;Orang Tua;2007;Karawang;Tidak;Tidak;4,5;FIKOM
Matthew Gray;Wanita;81;64,6;68;86,3;77;66,3;77,4;79,6;83,5;87,2;Ekskul_6;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Ya;5,5;FTI
Matthew Harris;Wanita;80,4;66,6;70,9;72,7;64,9;82;82,1;62,3;66,2;64,4;Ekskul_6;Orang Tua;Belum;Beasiswa;2007;Karawang;UKM_4;Ya;6,5;FISIP
Matthew Hudson;Pria;82,5;84,1;69;66,6;60,8;71,7;85,2;60,9;64,8;NA;Ekskul_6;Kos;Belum;Orang Tua;2007;Jakarta;UKM_1;Ya;6;FTI
Matthew Janes;Pria;72,3;79;70,9;71,3;64,7;86,8;60,1;88,3;83,3;74,5;Ekskul_4;Orang Tua;Belum;NA;2007;Jakarta;UKM_3;Tidak;6,5;FTI
Matthew Jenkins;Pria;79,1;76,9;60,5;72,9;87,9;69,4;66,3;82,9;82,2;85,6;Ekskul_3;Orang Tua;Bekerja;Orang Tua;2009;Serang;UKM_1;Ya;4,5;FISIP
Matthew Jobson;Wanita;84,9;74,4;61,2;70,6;70,1;85,7;75;79,7;66,5;65;Ekskul_2;Kos;Bekerja;NA;2007;Bogor;UKM_4;Ya;5,5;FIKOM
Matthew Johnson;Pria;66,5;64,2;88,4;64,7;78,9;81,9;76,4;71,3;85,4;84;Ekskul_1;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_4;Ya;5,5;FIKOM
Matthew Kelly;Pria;67;84;78,3;78,1;76,3;77,2;84,1;85,9;NA;87,9;Ekskul_3;NA;Bekerja;NA;2008;Bogor;UKM_1;Tidak;5,5;DKV
Matthew Kidd;Wanita;64,4;81,1;78,1;79,9;75,4;81,8;62,3;74,5;70,2;73,2;Ekskul_5;NA;Bekerja;Orang Tua;2008;Jakarta;Tidak;Tidak;3,5;FIKOM
Matthew King;Wanita;60,6;63,6;63,9;71,2;84,7;75,4;69,2;66,9;82,9;70,8;Ekskul_6;NA;Belum;NA;2009;Jakarta;UKM_4;Ya;7;FT
Matthew Mccall;Pria;80,9;73,5;86,5;68,8;67;72,1;68;82,2;83,5;63,1;Tidak;NA;Bekerja;Orang Tua;2008;Serang;UKM_4;Tidak;6,5;DKV
Matthew Mcleod;Pria;88,5;85,3;62,8;60,9;83,2;72,7;83,2;67,6;62,1;87,5;Ekskul_3;NA;Belum;Beasiswa;2008;Jakarta;UKM_1;Tidak;3,5;FTI
Matthew Mould;Wanita;84;67;62,9;74,5;79,6;66,8;83;78,1;66,2;87,6;Ekskul_6;NA;Bekerja;Beasiswa;2009;Tangerang;UKM_2;Ya;3,5;FISIP
Matthew Robertson;Pria;76,3;74,2;74,2;83,5;81,6;76,2;73,8;76,6;82,8;76,3;Ekskul_1;NA;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Ya;7;FTI
Matthew Rowlands;Wanita;79,7;76,9;68,2;80,9;83,6;65,8;65,2;61,6;73,5;78;Ekskul_4;Kos;Bekerja;Beasiswa;2007;Bekasi;Tidak;Ya;4;FTI
Matthew Saunders;Pria;67,4;81,3;62,4;75,3;69,1;82,1;62,6;85,5;74,4;60,2;Ekskul_6;Kos;Bekerja;Orang Tua;2007;Bekasi;Tidak;Ya;5;FIKOM
Matthew Smith;Pria;78,5;62,4;84;60,5;76,2;64,1;84,1;85,1;83,1;83,4;Ekskul_5;Kos;Bekerja;Beasiswa;2008;Serang;Tidak;Tidak;6,5;FISIP
Matthew Steer;Pria;74,5;68,6;71,9;78;63,6;60,2;80,2;68,2;65,3;70,2;Tidak;Kos;Belum;Orang Tua;2008;Bogor;UKM_4;Tidak;5,5;DKV
Matthew Summers;Wanita;73,7;75,2;71,6;60,6;83,2;81,6;80,2;87;86,2;NA;Ekskul_6;Kos;Bekerja;Orang Tua;2009;Bekasi;UKM_2;Tidak;3,5;FT
Matthew Verdon;Pria;71,7;81,4;78,7;85,7;61,2;86,1;79,4;62,5;82,9;86;Ekskul_5;NA;Belum;NA;2007;Karawang;UKM_2;Ya;4,5;FIKOM
